Row Labels,Sum of Terakhir,Sum of Tertinggi,Sum of Pembukaan,Sum of Terendah
14/11/2012,1729.5,1727.7,1722,1722
14/11/2013,1286.2,1293.3,1280.2,1278.1
14/11/2014,1305.6,1191,1155.2,1148
14/11/2016,1286.9,1286.9,1286.9,1286.9
14/11/2017,1364.2,1364.2,1364.2,1364.2
14/11/2018,1283.2,1283.2,1283.2,1283.2
14/11/2019,1504,1504.7,1495.1,1494.8
14/12/2011,1584.3,1639.5,1636.5,1565.8
14/12/2012,1695.8,1699.2,1698.3,1694.4
14/12/2015,1121.4,1121.4,1121.4,1121.4
14/12/2016,1238.3,1238.3,1238.3,1238.3
14/12/2017,1337.2,1342,1342,1334
14/12/2018,1307,1307,1307,1307
14/12/2020,1832.1,1845.6,1845,1820
15/01/2013,1683.4,1684.3,1671.6,1671.6
15/01/2014,1238.1,1243.2,1243.1,1238.2
15/01/2015,1392.8,1380,1380,1380
15/01/2016,1137.5,1137.5,1137.5,1137.5
15/01/2017,1203.35,1205.05,1197.3,1197.3
15/01/2018,1341.8,1344.9,1337.3,1337
15/01/2019,1353.7,1353.7,1353.7,1353.7
15/01/2020,1580.3,1582.2,1575.9,1573.4
15/02/2011,1373.6,1376,1361.6,1361.6
15/02/2012,1726.3,1737,1723.6,1723.6
15/02/2013,1608.8,1633.9,1633.2,1599.5
15/02/2015,1228.8,1229.3,1228.2,1227.8
15/02/2016,1208.1,1235.1,1234,1202.8
15/02/2017,1314.2,1314.2,1314.2,1314.2
15/02/2018,1451.5,1451.5,1451.5,1451.5
15/02/2019,1381.2,1381.2,1381.2,1381.2
15/03/2011,1392.6,1413.3,1413.3,1385.5
15/03/2012,1659.1,1660.2,1646.3,1640
15/03/2013,1592.5,1594.4,1590.5,1590.2
15/03/2016,1280.2,1280.2,1280.2,1280.2
15/03/2017,1284.3,1284.3,1284.3,1284.3
15/03/2018,1421.7,1421.7,1421.7,1421.7
15/03/2019,1360.6,1360.6,1360.6,1360.6
15/04/2011,1485.3,1487.5,1477.6,1473.2
15/04/2013,1360.6,1487.4,1478.2,1338
15/04/2014,1300,1322.7,1322.7,1291.5
15/04/2015,1286.5,1286.5,1286.5,1286.5
15/04/2016,1279.7,1279.7,1279.7,1279.7
15/04/2019,1342.4,1342.4,1342.4,1342.4
15/04/2020,1744.7,1762.7,1760.7,1736.4
15/05/2012,1556.8,1558.3,1555.4,1542.4
15/05/2013,1396.5,1425.7,1425.7,1390.1
15/05/2014,1293.5,1302.5,1302.5,1292.8
15/05/2015,1318.9,1318.9,1318.9,1318.9
15/05/2017,1308,1308,1307.5,1307.5
15/05/2018,1389.8,1405.3,1405.3,1405.3
15/05/2019,1344.5,1344.5,1344.5,1344.5
15/05/2020,1778.7,1783,1760.1,1758
15/06/2011,1525.6,1533.4,1525,1515
15/06/2012,1627,1630,1624.3,1621.5
15/06/2015,1285.8,1285.8,1285.8,1285.8
15/06/2016,1335,1335,1335,1335
15/06/2017,1326.8,1326.8,1326.8,1326.8
15/06/2018,1369.7,1369.7,1369.7,1369.7
15/06/2020,1744.9,1759.6,1759.1,1724.6
15/07/2011,1589.8,1592.2,1582.3,1582.3
15/07/2013,1283.8,1292.4,1292.1,1281.6
15/07/2014,1451.3,1312.1,1307.4,1294.1
15/07/2015,1246.3,1246.3,1246.3,1246.3
15/07/2016,1383.5,1383.5,1383.5,1383.5
15/07/2019,1452.3,1452.3,1452.3,1452.3
15/07/2020,1841.6,1847.2,1839.7,1831.9
15/08/2011,1755.5,1765.2,1734.9,1730.5
15/08/2012,1603.7,1604.6,1593.8,1592
15/08/2013,1361.6,1369.6,1340.1,1319.9
15/08/2014,1459.4,1312.8,1311.7,1292
15/08/2016,1410.6,1410.6,1410.6,1410.6
15/08/2017,1347.5,1347.5,1347.5,1347.5
15/08/2018,1259.7,1265.8,1265.8,1265.8
15/08/2019,1556.7,1561.2,1553,1546
15/09/2011,1778.5,1816.3,1816.3,1775.8
15/09/2014,1391.3,1235,1226.7,1226.7
15/09/2015,1180.5,1180.5,1180.5,1180.5
15/09/2016,1374.9,1379.3,1379.3,1378
15/09/2017,1395.1,1395.1,1395.1,1395.1
15/09/2020,1966.2,1982.4,1966.2,1955.6
15/10/2012,1736,1750,1750,1729.9
15/10/2013,1273,1284.8,1270.5,1254.1
15/10/2014,1361.3,1247,1243.7,1230.9
15/10/2015,1251.4,1251.4,1251.4,1251.4
15/10/2018,1305.4,1305.4,1305.4,1305.4
15/10/2019,1513.1,1524.5,1522.9,1513
15/10/2020,1908.9,1913.2,1906,1892.7
15/11/2011,1781.7,1783.1,1779.2,1761.3
15/11/2012,1713.3,1724.9,1724.9,1706.3
15/11/2013,1287.3,1288.5,1287.7,1281.5
15/11/2016,1290.9,1290.9,1290.9,1290.9
15/11/2017,1358.7,1358.7,1358.7,1358.7
15/11/2018,1287.6,1287.6,1287.6,1287.6
15/11/2019,1499.1,1499.9,1496.3,1495.9
15/12/2011,1574.6,1592.8,1571.4,1565.6
15/12/2014,1317.7,1223.1,1223.1,1198
15/12/2015,1119.8,1119.8,1119.8,1119.8
15/12/2016,1213.1,1213.1,1213.1,1213.1
15/12/2017,1337.4,1337.4,1337.4,1337.4
15/12/2020,1855.3,1859.3,1830.5,1828.5
16/01/2013,1682.7,1680.5,1674.4,1674.4
16/01/2014,1240,1242.8,1239.3,1238.7
16/01/2015,1404.9,1404.9,1404.9,1404.9
16/01/2017,1202.85,1208.45,1203.25,1200
16/01/2018,1428.1,1428.1,1428.1,1428.1
16/01/2019,1359.3,1359.3,1359.3,1359.3
16/01/2020,1576.9,1583.4,1580.4,1575
16/02/2011,1374.7,1382,1373.6,1370.5
16/02/2012,1726.8,1728.4,1718.4,1707
16/02/2015,1231.7,1236.4,1228.7,1228.5
16/02/2016,1241.1,1230,1230,1230
16/02/2017,1322.7,1322.7,1322.7,1322.7
16/02/2018,1452.8,1452.8,1452.8,1452.8
16/02/2020,1586.25,1586.25,1585.5,1583.45
16/03/2011,1396,1404.2,1398,1394.3
16/03/2012,1655.5,1663.4,1660,1641.3
16/03/2015,1249.3,1249.3,1249.3,1249.3
16/03/2016,1280.9,1280.9,1280.9,1280.9
16/03/2017,1310.7,1310.7,1310.7,1310.7
16/03/2018,1416.3,1416.3,1416.3,1416.3
16/03/2020,1493.8,1578.6,1573,1458.8
16/04/2012,1648.7,1656.8,1650.8,1641.2
16/04/2013,1386.8,1401,1358,1323
16/04/2014,1303.1,1304,1302.7,1295
16/04/2015,1283,1283,1283,1283
16/04/2018,1450.6,1450.6,1450.6,1450.6
16/04/2019,1328.1,1329.1,1329.1,1329
16/04/2020,1736.3,1771.2,1744,1727.6
16/05/2011,1490.4,1494.9,1489.3,1489.3
16/05/2012,1536.2,1541.4,1541.4,1528.5
16/05/2013,1387.1,1395.1,1390.4,1370.6
16/05/2014,1293.3,1293.3,1293.3,1293.3
16/05/2016,1321.8,1321.8,1321.8,1321.8
16/05/2017,1314.4,1312.7,1312.7,1312.7
16/05/2018,1392.1,1392.1,1392.1,1392.1
16/05/2019,1333.1,1333.1,1333.1,1333.1
16/06/2011,1529.3,1531.2,1526,1522
16/06/2014,1274.9,1283.5,1279.8,1270.8
16/06/2015,1279.4,1279.4,1279.4,1279.4
16/06/2016,1345.6,1345.6,1345.6,1345.6
16/06/2017,1328.5,1328.5,1328.5,1328.5
16/06/2020,1754.4,1757.5,1751.4,1739.8
16/07/2012,1591.2,1589.7,1586.2,1585.8
16/07/2013,1290.8,1291.4,1279.4,1279.4
16/07/2014,1454.9,1303.1,1298.4,1296.9
16/07/2015,1243.2,1243.2,1243.2,1243.2
16/07/2018,1327.5,1327.5,1327.5,1327.5
16/07/2019,1450.2,1453.4,1453.4,1453.4
16/07/2020,1826.5,1843.7,1840.7,1819.9
16/08/2011,1782.4,1787.3,1769,1761.6
16/08/2012,1616.1,1615.7,1600.2,1600.2
16/08/2013,1371.7,1378.9,1366.8,1361
16/08/2016,1419,1410.7,1410.7,1410.7
16/08/2017,1350.8,1350.8,1350.8,1350.8
16/08/2018,1258,1258,1258,1258
16/08/2019,1549.2,1557.7,1557.4,1541.3
16/09/2011,1812.1,1819.1,1768.5,1768.5
16/09/2013,1317.9,1329.6,1328.4,1310.8
16/09/2014,1393,1238.3,1238.3,1235.9
16/09/2015,1196.3,1188.4,1188.4,1188.4
16/09/2016,1367.1,1367.1,1367.1,1367.1
16/09/2019,1542.3,1546.5,1542.6,1536.4
16/09/2020,1970.5,1983.8,1961.4,1957.2
16/10/2012,1744.7,1744.4,1736.7,1736.6
16/10/2013,1282,1284,1282.8,1269.2
16/10/2014,1357.5,1243,1242.1,1236.7
16/10/2015,1246.6,1246.6,1246.6,1246.6
16/10/2017,1379.7,1382,1382,1382
16/10/2018,1305.8,1305.8,1305.8,1305.8
16/10/2019,1523.4,1522.2,1515.5,1510
16/10/2020,1906.4,1918.7,1912.7,1901.1
16/11/2011,1773.8,1777.5,1777.5,1757.7
16/11/2012,1714.3,1713.8,1710,1706.9
16/11/2015,1142.5,1142.5,1142.5,1142.5
16/11/2016,1290.3,1290.3,1290.3,1290.3
16/11/2017,1359.4,1359.4,1359.4,1359.4
16/11/2018,1294.9,1294.9,1294.9,1294.9
16/11/2020,1887.8,1898,1886.6,1861.5
16/12/2011,1595.6,1595.9,1587.4,1586
16/12/2013,1245.5,1250.6,1238.4,1228.9
16/12/2014,1302,1222,1197.2,1192.7
16/12/2015,1135.3,1135.3,1135.3,1135.3
16/12/2016,1220.9,1220.9,1220.9,1220.9
16/12/2019,1506.7,1509.4,1505.4,1503.9
16/12/2020,1859.1,1870,1857.7,1848.2
17/01/2012,1655.2,1657.8,1643.7,1642.1
17/01/2013,1690.4,1694.6,1676.4,1671
17/01/2014,1251.7,1254.3,1239.7,1239.7
17/01/2016,1090.3,1090.8,1088.6,1088.6
17/01/2017,1297.4,1297.4,1297.4,1297.4
17/01/2018,1431,1431,1431,1431
17/01/2019,1357.9,1357.9,1357.9,1357.9
17/01/2020,1587.2,1588,1578.6,1577.1
17/02/2011,1384.7,1384.7,1377.7,1377
17/02/2012,1724.5,1735.1,1733.6,1718.8
17/02/2014,1328.5,1332.2,1323.7,1321.1
17/02/2015,1309.9,1323.3,1323.3,1323.3
17/02/2016,1247.2,1247.2,1247.2,1247.2
17/02/2017,1319.4,1319.4,1319.4,1319.4
17/02/2019,1324.25,1324.95,1324.65,1323.85
17/02/2020,1587.05,1588.45,1586.15,1581.85
17/03/2011,1404,1393.6,1387.7,1387.7
17/03/2014,1372.9,1391.4,1386.1,1372.2
17/03/2015,1244.5,1244.5,1244.5,1244.5
17/03/2016,1314.1,1314.1,1314.1,1314.1
17/03/2017,1313.6,1313.6,1313.6,1313.6
17/03/2020,1534.1,1561.5,1504.5,1476.3
17/04/2012,1650.3,1653,1652,1637
17/04/2013,1382.2,1394.2,1373.2,1370.2
17/04/2014,1293.4,1303,1300.1,1292.5
17/04/2015,1288.1,1288.1,1288.1,1288.1
17/04/2017,1369.8,1369.8,1369.8,1369.8
17/04/2018,1449.3,1449.3,1449.3,1449.3
17/04/2019,1327.6,1327.6,1327.6,1327.6
17/04/2020,1702.7,1741.3,1740.7,1695.5
17/05/2011,1479.8,1491.8,1489.8,1473
17/05/2012,1574.5,1579,1546.9,1546.9
17/05/2013,1364.9,1391.1,1386.7,1359.1
17/05/2016,1324.9,1324.9,1324.9,1324.9
17/05/2017,1336.2,1336.2,1336.2,1336.2
17/05/2018,1390,1390,1390,1390
17/05/2019,1322.5,1322.5,1322.5,1322.5
17/06/2011,1538.6,1541.6,1523,1523
17/06/2013,1382.8,1390.5,1390.3,1380
17/06/2014,1271.7,1272.8,1272.8,1260.9
17/06/2015,1276.9,1276.9,1276.9,1276.9
17/06/2016,1342.9,1342.9,1342.9,1342.9
17/06/2019,1379.6,1384.2,1379.7,1379.7
17/06/2020,1753.4,1756.8,1751.5,1735.6
17/07/2012,1589.1,1596,1596,1576.3
17/07/2013,1277.9,1300,1286.2,1272.9
17/07/2014,1472.1,1323.8,1303.1,1303.1
17/07/2015,1230.7,1230.7,1230.7,1230.7
17/07/2017,1305.4,1305.4,1305.4,1305.4
17/07/2018,1314.6,1320,1320,1320
17/07/2019,1462.5,1467.3,1455,1455
17/07/2020,1833.7,1837.6,1822.9,1821
17/08/2011,1791.2,1794.3,1784.8,1782
17/08/2012,1616.3,1617.8,1617.8,1611.4
17/08/2015,1207.9,1207.9,1207.9,1207.9
17/08/2016,1410.6,1410.6,1410.6,1410.6
17/08/2017,1359.9,1359.9,1359.9,1359.9
17/08/2018,1258.1,1258.1,1258.1,1258.1
17/08/2020,1998.7,2000.8,1956.4,1939.1
17/09/2012,1767.7,1774.8,1774.8,1753.8
17/09/2013,1309.5,1313.1,1313,1310.2
17/09/2014,1392,1236.2,1236.2,1221.9
17/09/2015,1194.9,1194.9,1194.9,1194.9
17/09/2018,1278.4,1278.4,1278.4,1278.4
17/09/2019,1544.1,1542.3,1538.8,1538.8
17/09/2020,1949.9,1969.3,1967.6,1938.2
17/10/2011,1675.5,1693.5,1683.6,1667.3
17/10/2012,1751.5,1750.7,1749.4,1746
17/10/2013,1322.7,1320.8,1307,1307
17/10/2014,1358.5,1237.5,1237.4,1232.6
17/10/2016,1311.8,1311.8,1311.8,1311.8
17/10/2017,1362.5,1362.5,1362.5,1362.5
17/10/2018,1301.9,1301.9,1301.9,1301.9
17/10/2019,1527.8,1527.6,1519.9,1519.9
17/11/2011,1719.8,1755.3,1755.3,1714
17/11/2014,1303.7,1186.9,1183.1,1180.6
17/11/2015,1126.9,1138.4,1131,1131
17/11/2016,1283.8,1283.8,1283.8,1283.8
17/11/2017,1378,1378,1378,1378
17/11/2020,1885.1,1892.7,1888.2,1876.3
17/12/2012,1697,1698.5,1690.5,1689.5
17/12/2013,1231.2,1240.4,1237,1231.3
17/12/2014,1302.3,1199.6,1198.2,1184
17/12/2015,1108.1,1108.1,1108.1,1108.1
17/12/2018,1317.4,1317.4,1317.4,1317.4
17/12/2019,1506.8,1510,1505.8,1505
17/12/2020,1890.4,1902,1868.4,1865.9
18/01/2011,1368.1,1371,1365.1,1359.2
18/01/2012,1659.5,1660.3,1654,1654
18/01/2013,1686.6,1692,1687.4,1687.3
18/01/2015,1279,1281.9,1281,1275.7
18/01/2016,1088.5,1093.3,1090.2,1087.4
18/01/2017,1295.7,1295.7,1295.7,1295.7
18/01/2018,1419,1419,1419,1419
18/01/2019,1348.1,1348.1,1348.1,1348.1
18/02/2011,1388.2,1391.8,1384.1,1381.8
18/02/2014,1324.7,1330.6,1322.9,1313.9
18/02/2015,1301.5,1301.5,1301.5,1301.5
18/02/2016,1262.5,1262.5,1262.5,1262.5
18/02/2018,1350.5,1352.4,1349.7,1349.7
18/02/2019,1329.55,1330.75,1324.35,1324.05
18/02/2020,1624,1628.3,1605,1603.5
18/03/2011,1415.9,1419.3,1406.4,1406.4
18/03/2013,1604.6,1607.7,1605.9,1601.6
18/03/2014,1359,1361.8,1359.3,1353.4
18/03/2015,1247.5,1247.5,1247.5,1247.5
18/03/2016,1302,1302,1302,1302
18/03/2019,1359.4,1359.4,1359.4,1359.4
18/03/2020,1487.1,1551.1,1547,1485.2
18/04/2011,1492.3,1497.3,1486.3,1477.5
18/04/2012,1638.8,1653.3,1653.2,1638.1
18/04/2013,1392,1396.4,1347.5,1347.5
18/04/2016,1280.3,1280.3,1280.3,1280.3
18/04/2017,1370.9,1370.9,1370.9,1370.9
18/04/2018,1453.5,1460.1,1460.1,1460.1
18/04/2019,1326.9,1326.9,1326.9,1326.9
18/05/2011,1495.6,1497,1496.4,1496.3
18/05/2012,1591.6,1590.8,1573.7,1568.2
18/05/2015,1321.2,1321.2,1321.2,1321.2
18/05/2016,1324.3,1324.3,1324.3,1324.3
18/05/2017,1329.2,1340,1339.8,1339.8
18/05/2018,1391.3,1391.3,1391.3,1391.3
18/05/2020,1760.6,1800,1780,1756.2
18/06/2012,1625.7,1627.6,1622.6,1615
18/06/2013,1366.6,1383.5,1383.1,1363
18/06/2014,1272.4,1272.7,1269.9,1267.4
18/06/2015,1300.8,1300.8,1300.8,1300.8
18/06/2018,1371.5,1371.5,1371.5,1371.5
18/06/2019,1387.4,1394.5,1379.7,1379.7
18/06/2020,1747.9,1765.2,1752.9,1739.6
18/07/2011,1602.1,1605,1592.8,1592.8
18/07/2012,1570.4,1583.7,1581.2,1569.9
18/07/2013,1284.6,1286.4,1275.3,1275.2
18/07/2014,1464.7,1322.7,1322.7,1306.2
18/07/2016,1385.4,1385.4,1385.4,1385.4
18/07/2017,1313.5,1313.5,1313.5,1313.5
18/07/2018,1315,1315,1315,1315
18/07/2019,1467.2,1488.5,1464.4,1459.4
18/08/2011,1818.9,1828.5,1786.5,1785.5
18/08/2014,1452.8,1302.1,1301.4,1295.7
18/08/2015,1206.3,1206.3,1206.3,1206.3
18/08/2016,1419.1,1419.1,1419.1,1419.1
18/08/2017,1358.8,1372.5,1362.7,1362.7
18/08/2020,2013.1,2024.6,1993.6,1985.2
18/09/2012,1768.4,1766.4,1766.3,1766.3
18/09/2013,1307.8,1347.7,1292.1,1292.1
18/09/2014,1383.4,1220.4,1216.2,1216.2
18/09/2015,1214.1,1214.1,1214.1,1214.1
18/09/2017,1380.3,1380.3,1380.3,1380.3
18/09/2018,1275.7,1275.7,1275.7,1275.7
18/09/2019,1546.1,1549,1538.9,1530.4
18/09/2020,1962.1,1968.2,1951.1,1951.1
18/10/2011,1651.7,1666,1666,1627.5
18/10/2012,1743.3,1749.1,1749.1,1740.5
18/10/2013,1314.4,1326,1318.8,1312.6
18/10/2016,1318.6,1318.6,1318.6,1318.6
18/10/2017,1359.3,1359.3,1359.3,1359.3
18/10/2018,1305.1,1305.1,1305.1,1305.1
18/10/2019,1523,1526.1,1526.1,1519.5
18/11/2011,1724.7,1736,1725,1719
18/11/2013,1272.2,1284.8,1284.7,1272.2
18/11/2014,1315.5,1197.1,1197.1,1193.9
18/11/2015,1126.9,1126.9,1126.9,1126.9
18/11/2016,1276.4,1276.4,1276.4,1276.4
18/11/2019,1502.4,1502.8,1498.4,1488.8
18/11/2020,1873.9,1884.2,1879.5,1860.3
18/12/2012,1669.5,1702.8,1701.4,1661
18/12/2013,1236.1,1245.1,1231.5,1217
18/12/2014,1303.9,1207.3,1189.7,1189.7
18/12/2015,1123.3,1123.3,1123.3,1123.3
18/12/2017,1345.6,1345.6,1345.6,1345.6
18/12/2018,1318.5,1318.5,1318.5,1318.5
18/12/2019,1504.3,1508.5,1506.4,1501.7
18/12/2020,1888.9,1895.7,1891.3,1881.9
19/01/2011,1370.2,1376.2,1371.9,1367
19/01/2012,1654.1,1664.4,1663,1653.5
19/01/2015,1275.9,1279.5,1279.4,1272.5
19/01/2016,1135.8,1135.8,1135.8,1135.8
19/01/2017,1285.5,1284,1284,1284
19/01/2018,1425.9,1425.9,1425.9,1425.9
19/01/2020,1557.05,1559.05,1557.4,1556.45
19/02/2013,1603.6,1617,1610,1599.7
19/02/2014,1320.6,1321.6,1318.3,1309.1
19/02/2015,1306.9,1306.9,1306.9,1306.9
19/02/2016,1267.4,1267.4,1267.4,1267.4
19/02/2017,1237.3,1239.25,1236,1236
19/02/2018,1347.8,1353.9,1350.4,1347.4
19/02/2019,1403.9,1403.9,1403.9,1403.9
19/02/2020,1632.2,1634.8,1625,1623.3
19/03/2012,1666.9,1668,1661.2,1652.1
19/03/2013,1611.3,1613.1,1613.1,1613
19/03/2014,1341.4,1358,1357.1,1332.7
19/03/2015,1259.5,1259.5,1259.5,1259.5
19/03/2018,1421.7,1421.7,1421.7,1421.7
19/03/2019,1364.7,1364.7,1364.7,1364.7
19/03/2020,1489.4,1508,1496.6,1476.9
19/04/2011,1494.5,1499.5,1493.3,1489
19/04/2012,1640.6,1653.1,1642.1,1632
19/04/2013,1395.3,1420.3,1419.3,1395.1
19/04/2016,1300.8,1300.8,1300.8,1300.8
19/04/2017,1360.5,1360.5,1360.5,1360.5
19/04/2018,1448.8,1453,1453,1453
19/04/2019,1277.9,1277.9,1277.9,1277.9
19/05/2011,1492.2,1491.5,1491.5,1491.5
19/05/2014,1293.7,1293.7,1293.7,1293.7
19/05/2015,1301.4,1318.2,1317.5,1317.5
19/05/2016,1305.9,1305.9,1305.9,1305.9
19/05/2017,1329.9,1329.9,1329.9,1329.9
19/05/2020,1773.4,1779.6,1763,1754.2
19/06/2012,1622.2,1630.7,1629.8,1622
19/06/2013,1373.6,1372.7,1368.1,1348.1
19/06/2014,1313.7,1321,1277.2,1277.2
19/06/2015,1299.4,1299.4,1299.4,1296
19/06/2017,1318.8,1318.8,1318.8,1318.8
19/06/2018,1369.6,1369.6,1369.6,1369.6
19/06/2019,1384.4,1382.1,1382.1,1382.1
19/06/2020,1768.6,1775.6,1746.6,1745.5
19/07/2011,1600.9,1608.8,1608.1,1583.3
19/07/2012,1580.1,1586.9,1580,1578.4
19/07/2013,1293.3,1292.2,1291.7,1290
19/07/2016,1392.3,1392.3,1392.3,1392.3
19/07/2017,1313.7,1313.7,1313.7,1313.7
19/07/2018,1310.4,1302,1302,1302
19/07/2019,1465.5,1487.4,1483.3,1461.5
19/08/2011,1848.9,1874.4,1823.7,1823.7
19/08/2013,1366.2,1384.4,1379,1363.9
19/08/2014,1449,1301.7,1298.8,1294
19/08/2015,1217.1,1217.1,1217.1,1217.1
19/08/2016,1408,1408,1408,1408
19/08/2019,1537.2,1543.9,1543.9,1531
19/08/2020,1970.3,2015.6,2010.5,1930.5
19/09/2011,1776.4,1818.9,1814.7,1781.8
19/09/2012,1769,1778.5,1776,1768
19/09/2013,1369.4,1373,1362.9,1362.9
19/09/2014,1373.1,1218.3,1218.3,1218.3
19/09/2016,1374.4,1374.4,1374.4,1374.4
19/09/2017,1382.6,1382.6,1382.6,1382.6
19/09/2018,1281.5,1281.5,1281.5,1281.5
19/09/2019,1536.4,1540.4,1528.8,1528.8
19/10/2011,1646,1659.3,1659.3,1641
19/10/2012,1722.8,1741.1,1741.1,1721
19/10/2015,1236.3,1236.3,1236.3,1236.3
19/10/2016,1325.2,1325.2,1325.2,1325.2
19/10/2017,1365.9,1365.9,1365.9,1365.9
19/10/2018,1303.8,1303.8,1303.8,1303.8
19/10/2020,1911.7,1923.4,1903.2,1900.2
19/11/2012,1734,1731,1721.8,1721.8
19/11/2013,1273.4,1275.2,1274.2,1271
19/11/2014,1313.4,1198.3,1196.5,1190
19/11/2015,1135.6,1135.2,1135.2,1135.2
19/11/2018,1297.5,1297.5,1297.5,1297.5
19/11/2019,1504.8,1506.1,1501.3,1497
19/11/2020,1861.5,1872.6,1872,1850
19/12/2011,1594.4,1603.4,1596.4,1589.7
19/12/2012,1666.5,1676,1675.3,1664.6
19/12/2013,1195,1226.6,1226.6,1188.7
19/12/2014,1305.6,1200.8,1198,1196.5
19/12/2016,1225.9,1225.9,1225.9,1225.9
19/12/2017,1344.8,1344.8,1344.8,1344.8
19/12/2018,1321.3,1321.3,1321.3,1321.3
19/12/2019,1510,1510.4,1505.4,1503.5
20/01/2011,1346.5,1367.7,1367.7,1345
20/01/2012,1663.7,1664.3,1652.8,1652.8
20/01/2014,1255.1,1257.9,1255.7,1253.1
20/01/2015,1412.4,1380,1380,1380
20/01/2016,1151.7,1151.7,1151.7,1151.7
20/01/2017,1289.2,1289.2,1289.2,1289.2
20/01/2019,1282.05,1282.7,1281.3,1280.5
20/01/2020,1561.25,1562.7,1557.2,1556.65
20/02/2013,1577.6,1606.9,1604.7,1561.8
20/02/2014,1317.1,1323.5,1310.7,1309.6
20/02/2015,1303.2,1303.2,1303.2,1303.2
20/02/2017,1238.2,1240.15,1237.25,1233.5
20/02/2018,1428.4,1428.4,1428.4,1428.4
20/02/2019,1406.7,1406.7,1406.7,1406.7
20/02/2020,1640.8,1645.5,1634,1627.7
20/03/2012,1646.7,1652.3,1648.1,1642
20/03/2013,1607.5,1613,1610,1606.2
20/03/2014,1330.5,1333.7,1333.7,1325.8
20/03/2015,1274.7,1274.7,1274.7,1274.7
20/03/2017,1317.2,1317.2,1317.2,1317.2
20/03/2018,1416.2,1416.2,1416.2,1416.2
20/03/2019,1359.5,1359.5,1359.5,1359.5
20/03/2020,1495.1,1530,1468,1468
20/04/2011,1498.3,1505.3,1494,1494
20/04/2012,1642.1,1645.6,1641.7,1640.9
20/04/2015,1279.3,1279.3,1279.3,1279.3
20/04/2016,1302.3,1302.3,1302.3,1302.3
20/04/2017,1361.7,1361.7,1361.7,1361.7
20/04/2018,1438.2,1442,1442,1442
20/04/2020,1715.3,1722,1697.2,1689.2
20/05/2011,1508.8,1513.3,1499,1488.7
20/05/2013,1384.3,1391.9,1342.9,1342.9
20/05/2014,1294.5,1290.7,1290.7,1290.1
20/05/2015,1303.5,1303.5,1303.5,1303.5
20/05/2016,1305.9,1305.9,1305.9,1305.9
20/05/2019,1324.2,1324.2,1324.2,1324.2
20/05/2020,1781.7,1785.1,1777.7,1773
20/06/2011,1541.5,1545.7,1536,1535.2
20/06/2012,1614.8,1618.3,1618.3,1598.6
20/06/2013,1285.9,1348.1,1348.1,1275.4
20/06/2014,1316.2,1321.4,1321.4,1306.8
20/06/2016,1344.2,1344.2,1344.2,1344.2
20/06/2017,1315.2,1315.2,1315.2,1315.2
20/06/2018,1365.7,1376.8,1376.8,1376.8
20/06/2019,1429.4,1428.7,1419.1,1417.4
20/07/2011,1596.7,1596.5,1584.3,1582.4
20/07/2012,1582.5,1584.4,1583.9,1576.1
20/07/2015,1205.5,1205.5,1205.5,1205.5
20/07/2016,1379.7,1379.7,1379.7,1379.7
20/07/2017,1317.1,1317.1,1317.1,1317.1
20/07/2018,1316.8,1316.8,1316.8,1316.8
20/07/2020,1840.1,1846.1,1835.5,1830.7
20/08/2012,1620.1,1621.4,1614,1611.6
20/08/2013,1373.1,1377,1355,1355
20/08/2014,1449,1295.8,1295.4,1288.4
20/08/2015,1242.2,1242.2,1242.2,1242.2
20/08/2018,1267.5,1266,1266,1266
20/08/2019,1541.3,1540.7,1530.2,1530.2
20/08/2020,1946.5,1963.1,1934.4,1928.9
20/09/2011,1806.6,1807.8,1778.8,1776
20/09/2012,1767.7,1771.3,1769.1,1759.7
20/09/2013,1332.5,1347.5,1347.5,1330.7
20/09/2016,1374.7,1374.7,1374.7,1374.7
20/09/2017,1388.3,1388.3,1388.3,1388.3
20/09/2018,1284.4,1284.4,1284.4,1284.4
20/09/2019,1545.3,1553.5,1537.8,1537.8
20/10/2011,1611.9,1643.8,1643.2,1608.7
20/10/2014,1364.3,1244,1237.3,1235.4
20/10/2015,1240.9,1240.9,1240.9,1240.9
20/10/2016,1323.5,1323.5,1323.5,1323.5
20/10/2017,1356.2,1356.2,1356.2,1356.2
20/10/2020,1915.4,1917.6,1906.4,1896.6
20/11/2012,1723.2,1731.1,1730.6,1722.5
20/11/2013,1257.9,1269,1269,1241.9
20/11/2014,1308.9,1191.9,1191.8,1190.7
20/11/2015,1133.8,1133.8,1133.8,1133.8
20/11/2017,1357.6,1357.6,1357.6,1357.6
20/11/2018,1293.4,1293.4,1293.4,1293.4
20/11/2019,1504.5,1509.2,1505.5,1498
20/11/2020,1872.4,1879.2,1864.8,1859.1
20/12/2011,1615.6,1617,1596.4,1596.4
20/12/2012,1644.9,1671,1667.9,1637.6
20/12/2013,1205.1,1207.8,1190.9,1190.9
20/12/2016,1217,1217,1217,1217
20/12/2017,1350.4,1350.4,1350.4,1350.4
20/12/2018,1333.1,1333.1,1333.1,1333.1
20/12/2019,1506.4,1510,1508.1,1505.2
21/01/2011,1341,1345.6,1341.7,1338.6
21/01/2014,1242.3,1257.5,1256.4,1240
21/01/2015,1413.4,1391.1,1391.1,1390.9
21/01/2016,1143.6,1143.6,1143.6,1143.6
